OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,LONG,LAT
47276,,,3441,CENTRE/JASPER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.042,-37.919
47277,,,3442,JASPER NR BREWER,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,145.041,-37.923
47278,,,3451,BRUNSWICK/JOHNSTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.978,-37.798
47279,,,3452,JOHNSTON / NAPIER,INT,,,,,,,,OPERATIONAL,,,,,144.981,-37.799
47280,,,3453,JOHNSTON/SMITH,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.984,-37.799
47281,,,3454,JOHNSTON/WELLINGTON,INT,,,,,,,,OPERATIONAL,RLC,,,,144.987,-37.799
47282,,,4381,RATHDOWNE/PRINCES,INT,,,,,,,,OPERATIONAL,"PARTFCRT,SRLC",,,,144.971,-37.793
47283,,,4394,GRATTAN/MELBOURNE UNIVERSITY,INT,,,,,,,,OPERATIONAL,,,,,144.961,-37.8
47284,,,4395,GRATTAN/CARDIGAN,INT,,,,,,,,OPERATIONAL,,,,,144.965,-37.801
47285,,,4426,NICHOLSON/RICHARDSON/REID,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.977,-37.785
47286,,,4445,ALBERT/GISBORNE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,FIRE L",,,,144.976,-37.81
47287,,,4458,FOOTSCRAY/GATE F/WESTERN LINK SB ON RAMP,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,144.934,-37.809
47288,,,4461,FLEMINGTON/RACECOURSE/ELLIOT,INT,,,,,,,,OPERATIONAL,"TRAM PRI,UPS",,,,144.942,-37.789
47289,,,4473,RACECOURSE/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.931,-37.788
47290,,,4474,RACECOURSE/STUBBS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.936,-37.789
47291,,,4475,RACECOURSE/BOUNDARY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI",,,,144.94,-37.789
47292,,,4491,CURZON/HAINES,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bike Det",,,,144.949,-37.799
47293,,,6122,WANGARATTA (RYLEY)/WARBY,INT,,,,,,,,OPERATIONAL,,,,,146.321,-36.358
47294,,,3085,CANTERBURY/RAMSAY,INT,,,,,,,,OPERATIONAL,,,,,145.275,-37.83
47295,,,6154,LINCOLN CWY/QUARRY ENTRANCE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,,146.899,-36.1
47296,,,6158,BEECHWORTH-WODONGA NR NILMAR,POS,,,,,,,,OPERATIONAL,DUST,,,,146.888,-36.126
47297,,,6286,WILLIAMSON/HARGRAVES (SOUTH SIDE),FLASH PX,,,,,,,,OPERATIONAL,,,,,144.282,-36.76
47298,,,6337,MIDLAND HWY/O'BRIEN,INT,,,,,,,,OPERATIONAL,,,,,145.363,-36.394
47299,,,6403,WESTERN HWY/URQUHART (HORSHAM - KALKEE),INT,,,,,,,,OPERATIONAL,DIDO,,,,142.202,-36.712
47300,,,6405,WESTERN HWY (MCPHERSON) NR ROBERTS,POS,,,,,,,,OPERATIONAL,TIME CLK,,,,142.205,-36.714
47301,,,6407,WESTERN/MCPHERSON/HENTY,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,142.205,-36.712
47302,,,6421,WILSON/FIREBRACE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,142.2,-36.717
47303,,,6461,CALDER/SANDILONG,INT,,,,,,,,OPERATIONAL,DIDO,,,,142.161,-34.227
47304,,,6619,BRANDY CREEK (VICTORIA) NR SMITH,POS,,,,,,,,OPERATIONAL,PELICAN,,,,145.931,-38.163
47305,,,2161,SYDNEY RD/SOMERTON/COOPER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN,RAIL QUE,R",,,,144.951,-37.643
47306,,,2166,PASCOE VALE/GIRGARRE,INT,,,,,,,,OPERATIONAL,,,,,144.924,-37.67
47307,,,4055,BULLEEN NR LEONIS,POS,,,,,,,,OPERATIONAL,,,,,145.078,-37.782
47308,,,4056,BELMORE NR BUCHANAN,POS,,,,,,,,OPERATIONAL,,,,,145.076,-37.803
47309,,,4057,BALWYN/BELMORE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,WCHAIR",,,,145.083,-37.803
47310,,,4058,BELMORE NR ALANDALE,POS,,,,,,,,OPERATIONAL,,,,,145.087,-37.804
47311,,,4059,BELMORE/GREYTHORN,INT,,,,,,,,OPERATIONAL,,,,,145.097,-37.804
47312,,,4060,GREYTHORN NR YENEDA,POS,,,,,,,,OPERATIONAL,,,,,145.097,-37.802
47313,,,4014,SYDNEY/GLENLYON/DAWSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.961,-37.772
47314,,,4015,MELVILLE/DAWSON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.944,-37.769
47315,,,4016,DAWSON/GRANTHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.95,-37.77
47316,,,4017,LYGON/BLYTH,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,,144.973,-37.767
47317,,,4018,LYGON/VICTORIA,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.972,-37.768
47318,,,4019,LYGON NR ALBERT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.972,-37.77
47319,,,4020,LYGON/GLENLYON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.971,-37.773
47320,,,4021,LYGON NR WESTON,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.971,-37.776
47321,,,4022,SYDNEY/WESTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.961,-37.775
47322,,,4023,NICHOLSON/ARTHURTON/BLYTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.98,-37.767
47323,,,411,SPRINGVALE/HAWTHORN,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI,Bluetooth,SB",,,,145.17,-37.849
47324,,,412,SPRINGVALE NR ASTELOT,POS,,,,,,,,OPERATIONAL,,,,,145.178,-37.801
47325,,,413,SPRINGVALE/SPRINGFIELD,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.177,-37.813
47326,,,414,SPRINGVALE NR TUNSTALL,POS,,,,,,,,OPERATIONAL,WCHAIR,,,,145.177,-37.815
47327,,,415,SPRINGVALE NR WALKERS/SILVER,POS,,,,,,,,OPERATIONAL,"PUFFIN,WCHAIR",,,,145.176,-37.82
47328,,,417,SPRINGVALE/CANTERBURY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,SAFECAM,SB",,,,145.173,-37.835
47329,,,418,SPRINGVALE NR JOLIMONT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,145.171,-37.843
47330,,,421,SPRINGVALE NR TOLMIE,POS,,,,,,,,OPERATIONAL,,,,,145.169,-37.866
47331,,,422,SPRINGVALE/HIGH ST RD,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,SB PRI,SRLC",,,,145.167,-37.874
47332,,,424,SPRINGVALE NR WILSON,POS,,,,,,,,OPERATIONAL,,,,,145.165,-37.885
47333,,,426,SPRINGVALE/WAVERLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,SB PRI,VTA",,,,145.164,-37.889
47334,,,427,SPRINGVALE NR WHITES,POS,,,,,,,,OPERATIONAL,,,,,145.163,-37.896
47335,,,344,DONCASTER EAST NR MITCHAM,POS,,,,,,,,OPERATIONAL,,,,,145.194,-37.81
47336,,,345,MITCHAM/DONCASTER EAST,INT,,,,,,,,OPERATIONAL,,,,,145.193,-37.809
47337,,,346,MITCHAM/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,145.194,-37.815
47338,,,349,ROOKS NR CARWEEN,POS,,,,,,,,OPERATIONAL,,,,,145.186,-37.827
47339,,,350,BLACKBURN NR CASSOWARY,POS,,,,,,,,OPERATIONAL,,,,,145.16,-37.797
47340,,,351,BLACKBURN/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,145.163,-37.783
47341,,,352,BLACKBURN NR MONTGOMERY,POS,,,,,,,,OPERATIONAL,,,,,145.147,-37.88
47342,,,353,BLACKBURN/CENTREWAY,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,145.145,-37.892
47343,,,3906,GRIEVE/THE GATEWAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.826,-37.84
47344,,,3907,GRIEVE/PINNACLE/TOYOTA ENT GATE 7,INT,,,,,,,,OPERATIONAL,,,,,144.826,-37.839
47345,,,3908,GRIEVE/TOYOTA ENT GATE 4,INT,,,,,,,,OPERATIONAL,,,,,144.826,-37.834
47346,,,2108,EASTERN HWY/GEORGE,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.982,-37.794
47347,,,3911,GRIMSHAW/MAIN,INT,,,,,,,,OPERATIONAL,,,,,145.103,-37.705
47348,,,3912,GREENSBOROUGH BYPASS/ELDER,INT,,,,,,,,OPERATIONAL,,,,,145.085,-37.711
47349,,,3920,ELGAR/BELMORE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT",,,,145.118,-37.8
47350,,,3921,ELGAR NR LORAINE,POS,,,,,,,,OPERATIONAL,,,,,145.118,-37.802
47351,,,4024,NICHOLSON/GLENLYON,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,144.979,-37.773
47352,,,4025,NICHOLSON NR MILLER,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.979,-37.777
47353,,,4026,GLENLYON NR GARDEN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.965,-37.772
47354,,,4027,SOUTH DALY NR COLLIER,POS,,,,,,,,OPERATIONAL,,,,,144.944,-37.771
47355,,,4028,HOLMES NR DONALD,POS,,,,,,,,OPERATIONAL,"PTTL,PUFFIN,TRAM PRI",,,,144.974,-37.759
47356,,,4029,MELVILLE/HOPE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.944,-37.762
47357,,,4031,BURKE NR KEW HIGH SCHOOL,POS,,,,,,,,OPERATIONAL,,,,,145.064,-37.796
47358,,,4032,BURKE/BELMORE/HARP,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC",,,,145.063,-37.801
47359,,,4033,BURKE NR TREGARRON,POS,,,,,,,,OPERATIONAL,,,,,145.061,-37.809
47360,,,4034,BURKE/COTHAM/WHITEHORSE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI",,,,145.061,-37.81
47361,,,4037,BURKE NR TORRINGTON,POS,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,145.059,-37.818
47362,,,4039,BURKE NR BURKE (RIVERSDALE),POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.057,-37.83
47363,,,4041,BURKE NR CAMPBELL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.056,-37.834
47364,,,4042,BURKE/PLEASANT/SEYMOUR,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.056,-37.835
47365,,,3984,CAMP NR JOSEPH,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.923,-37.686
47366,,,3985,CAMP/BLAIR/WIDFORD,INT,,,,,,,,OPERATIONAL,,,,,144.927,-37.686
47367,,,3986,CAMP NR SMILEY,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.933,-37.687
47368,,,3987,JOHNSTONE NR SORRENTO,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.91,-37.682
47369,,,3988,GLENROY/WHEATSHEAF/HART'TON,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.918,-37.706
47370,,,3990,BLAIR NR KING WILLIAM,POS,,,,,,,,OPERATIONAL,,,,,144.928,-37.68
47371,,,3991,BLAIR NR KIEWA,POS,,,,,,,,OPERATIONAL,,,,,144.931,-37.674
47372,,,3992,RALEIGH NR RIDDELL,POS,,,,,,,,OPERATIONAL,,,,,144.894,-37.677
47373,,,3993,BOUNDARY/CUMBERLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.941,-37.717
47374,,,2326,NEPEAN/BAY/KAREN,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,145.052,-37.957
47375,,,2333,NEPEAN NR CENTREWAY,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,145.087,-38.007
47376,,,2400,PHE/YORK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,144.964,-37.83
47377,,,679,JAMES NR ANDERSON,POS,,,,,,,,OPERATIONAL,,,,,145.129,-37.757
47378,,,680,MANNINGHAM/THOMPSONS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,,145.099,-37.771
47379,,,681,FOOTE/HIGH,INT,,,,,,,,OPERATIONAL,,,,,145.119,-37.758
47380,,,682,MANNINGHAM/GRANT OLSEN,INT,,,,,,,,OPERATIONAL,,,,,145.093,-37.767
47381,,,683,MANNINGHAM/BRIDGE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.081,-37.76
47382,,,684,MANNINGHAM NR DERRECK,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,145.09,-37.766
47383,,,686,MANNINGHAM/BULLEEN,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,145.083,-37.762
47384,,,687,WILLIAMSONS/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,145.124,-37.778
47385,,,688,THOMPSONS NR BARAK,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,145.086,-37.777
47386,,,689,THOMPSONS NR FULLER,POS,,,,,,,,OPERATIONAL,,,,,145.092,-37.775
47387,,,690,THOMPSONS NR JEFFREY,POS,,,,,,,,OPERATIONAL,,,,,145.105,-37.767
47388,,,691,WILLIAMSONS/LYNNWOOD/KING,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.13,-37.77
47389,,,692,VICTORIA/GEORGE,INT,,,,,,,,OPERATIONAL,,,,,145.145,-37.78
47390,,,693,THOMPSONS NR WARATAH,POS,,,,,,,,OPERATIONAL,,,,,145.112,-37.761
47391,,,694,WARRANDYTE NR MELBOURNE HILL,POS,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth",,,,145.207,-37.747
47392,,,695,YARRA NR WHIPSTICK,POS,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.218,-37.739
47393,,,696,WETHERBY NR ROSS,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.143,-37.791
47394,,,697,FOOTE NR ELISA,POS,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,145.129,-37.759
47395,,,698,BLACKBURN/REYNOLDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.167,-37.764
47396,,,700,WILLIAMSONS/FOOTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.134,-37.76
47397,,,703,REYNOLDS/THE PINES SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,145.169,-37.764
47398,,,664,FRANKSTON-DANDENONG/GREENS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.215,-38.015
47399,,,665,HAMMOND/GREENS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.206,-38.014
47400,,,666,JACKSONS NR AHERN,POS,,,,,,,,OPERATIONAL,,,,,145.192,-37.943
47401,,,667,HAMMOND/WEBSTER,INT,,,,,,,,OPERATIONAL,,,,,145.21,-37.994
47402,,,668,CHELTENHAM/BENNET,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.199,-37.991
47403,,,669,CLOW/WALKER,INT,,,,,,,,OPERATIONAL,,,,,145.219,-37.985
47404,,,670,CHELTENHAM/CHANDLER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.182,-37.995
47405,,,671,STUD/DAVID,INT,,,,,,,,OPERATIONAL,AMBU LNK,,,,145.222,-37.978
47406,,,610,PHE/TIVENDALE,INT,,,,,,,,OPERATIONAL,,,,,145.409,-38.06
47407,,,611,PHE/HOGS BREATH/GMH ENT,INT,,,,,,,,OPERATIONAL,,,,,145.247,-38.003
47408,,,612,PHE/MANSFIELD,INT,,,,,,,,OPERATIONAL,,,,,145.328,-38.029
47409,,,613,HEATHERTON/HANNA/FAWKNER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.271,-37.976
47410,,,614,MONASH/HEATHERTON (NB RAMPS),INT,,,,,,,,OPERATIONAL,SRLC,,,,145.236,-37.972
47411,,,616,POWER NR ACER,POS,,,,,,,,OPERATIONAL,,,,,145.24,-37.985
47412,,,617,HALL/CADLES,INT,,,,,,,,OPERATIONAL,,,,,145.184,-38.101
47413,,,618,PRINCES FWY/CLYDE (NTH) EXIT,INT,,,,,,,,OPERATIONAL,,,,,145.341,-38.044
47414,,,619,PRINCES FWY/CLYDE (STH) EXIT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.341,-38.046
47415,,,621,DANDENONG VALLEY/MONTEREY/ELLIOTT,INT,,,,,,,,OPERATIONAL,,,,,145.214,-38.024
47416,,,622,HULL NR MARION,POS,,,,,,,,OPERATIONAL,,,,,145.307,-37.791
47417,,,623,DORSET/EASTFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.288,-37.813
47418,,,624,BAYSWATER/CENTRAL,INT,,,,,,,,OPERATIONAL,,,,,145.269,-37.818
47419,,,3997,CAMP/MAIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,144.946,-37.688
47420,,,3998,JOHNSTONE/PEARCEDALE,INT,,,,,,,,OPERATIONAL,,,,,144.914,-37.684
47421,,,3999,BROADMEADOWS/SHARPS/BARRIE,INT,,,,,,,,OPERATIONAL,,,,,144.879,-37.708
47422,,,4000,MELVILLE/MORELAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.946,-37.753
47423,,,4001,SYDNEY/MORELAND,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.964,-37.755
47424,,,4002,MORELAND NR DE CARLE,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.966,-37.756
47425,,,4003,MORELAND NR BARROW,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.97,-37.756
47426,,,4004,NICHOLSON/MORELAND/HOLMES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.975,-37.757
47427,,,4005,MELVILLE/ALBION,INT,,,,,,,,OPERATIONAL,"BUS PRI,SRLC,TRAM PRI",,,,144.945,-37.759
47428,,,4006,SYDNEY/ALBION,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth,TRAM PRI",,,,144.963,-37.761
47429,,,4007,LYGON/ALBION/HOLMES,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.973,-37.762
47430,,,4008,MELVILLE/VICTORIA,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.944,-37.765
47431,,,4009,VICTORIA/PEARSON,INT,,,,,,,,OPERATIONAL,,,,,144.949,-37.765
47432,,,4010,SYDNEY/BLYTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.962,-37.765
47433,,,3983,BARRY NR DUNSTAN,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.947,-37.666
47434,,,4011,SYDNEY/VICTORIA,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.962,-37.767
47435,,,4012,TOORAK/CAMBERWELL,INT,,,,,,,,OPERATIONAL,,,,,145.076,-37.848
47436,,,4013,SYDNEY/ALBERT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.962,-37.769
47437,,,3930,STATION/RIVERSDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.12,-37.839
47438,,,3932,BELMORE NR MCCOLL,POS,,,,,,,,OPERATIONAL,,,,,145.11,-37.801
47439,,,3933,RIVERSDALE NR ALANDALE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.105,-37.837
47440,,,3934,ELGAR NR SEVERN,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,145.116,-37.812
47441,,,3935,HUNTINGDALE/HIGHBURY/GILLARD,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,145.114,-37.856
47442,,,3936,BERESFORD NR EARLE,POS,,,,,,,,OPERATIONAL,,,,,145.105,-37.82
47443,,,3937,STATION/HIGHBURY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.119,-37.856
47444,,,3939,STATION/CARRINGTON/RUTLAND,INT,,,,,,,,OPERATIONAL,"ASB WARN,WCHAIR",,,,145.123,-37.82
47445,,,3940,ELGAR/CARRINGTON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.115,-37.819
47446,,,3941,STATION/ELEY,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.121,-37.844
47447,,,2403,PHE/STURT,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,,144.965,-37.831
47448,,,1246,POUND RD/VANESSA DRIVE,INT,,,,,,,,OPERATIONAL,,,,,145.25,-38.026
47449,,,1247,STH GIPPSLAND FWY/ON-RAMP/POUND RD,INT,,,,,,,,OPERATIONAL,"Bluetooth,VM CAP",,,,145.246,-38.026
47450,,,1306,ALEXANDRA AVENUE / YARRA STREET,INT,,,,,,,,OPERATIONAL,,,,,144.993,-37.834
47451,,,3787,ALBION NR THISTLE,POS,,,,,,,,OPERATIONAL,,,,,144.951,-37.759
47452,,,3788,DAWSON NR DALY,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.944,-37.77
47453,,,3698,WARRIGAL/KINGSTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.077,-37.953
47454,,,3699,WARRIGAL/BERNARD,INT,,,,,,,,OPERATIONAL,,,,,145.076,-37.955
47455,,,3700,WARRIGAL/CENTRE DANDENONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,145.074,-37.968
47456,,,3701,WARRIGAL NR DELIA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.083,-37.92
47457,,,3702,WARRIGAL NR GLOVER,POS,,,,,,,,OPERATIONAL,,,,,145.082,-37.928
47458,,,3703,WARRIGAL/COCHRANES,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,145.078,-37.945
47459,,,3704,WARRIGAL/FARM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.075,-37.963
47460,,,3706,WARRIGAL/MIDDLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.089,-37.887
47461,,,3708,BEACH NR DIXON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.067,-37.993
47462,,,3709,BEACH NR NEPEAN,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,,145.088,-38.009
47463,,,3710,NEPEAN NR THIRD/THRIFT PARK,INT,,,,,,,,OPERATIONAL,,,,,145.076,-37.984
47464,,,3712,WARREN NR BROWNFIELD,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.092,-37.994
47465,,,3713,GOVERNOR NR CHUTE,POS,,,,,,,,OPERATIONAL,,,,,145.092,-38.01
47466,,,3714,BEACH NR ANTIBES,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.071,-37.996
47467,,,3721,WELLINGTON/MONASH UNIVERSITY ENT,INT,,,,,,,,OPERATIONAL,"BUS PRI,SB PRI",,,,145.134,-37.916
47468,,,3722,BLACKBURN/WELLINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SB PRI",,,,145.14,-37.916
47469,,,3730,PLENTY/TYLER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.014,-37.731
47470,,,3731,PLENTY NR ETHEL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.017,-37.729
47471,,,3732,PLENTY/ALBERT/BOLDREWOOD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,145.024,-37.725
47472,,,3733,PLENTY NR GREMEL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,145.03,-37.723
47473,,,3735,PLENTY/GRIMSHAW,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.058,-37.7
47474,,,3737,PLENTY/TAUNTON,INT,,,,,,,,OPERATIONAL,,,,,145.067,-37.688
47475,,,3738,PLENTY NR BRADSHAW,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,145.04,-37.719
47476,,,735,FRANKSTON-DANDENONG/SKYE/OVERTON/WELLS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,,145.132,-38.13
47477,,,737,MOOROODUC/GOLF LINKS/TOWERHILL,INT,,,,,,,,OPERATIONAL,,,,,145.137,-38.164
47478,,,674,PHE (LONSDALE)/SCOTT/LANGHORNE,INT,,,,,,,,OPERATIONAL,,,,,145.214,-37.986
47479,,,676,GLADSTONE/BRADY,INT,,,,,,,,OPERATIONAL,,,,,145.208,-37.953
47480,,,677,HIGH NR MAYFAIR,POS,,,,,,,,OPERATIONAL,,,,,145.119,-37.767
47481,,,678,HIGH/MANNINGHAM,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,145.114,-37.774
47482,,,2204,MAROONDAH/NELSON,INT,,,,,,,,OPERATIONAL,,,,,145.119,-37.818
47483,,,2208,MAROONDAH/MIDDLEBOROUGH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL QUE",,,,145.138,-37.82
47484,,,2209,MAROONDAH/LINSLEY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,145.129,-37.819
47485,,,2302,NEPEAN/FITZROY/WELLINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC,TRAM PRI,UPS",,,,144.983,-37.856
47486,,,960,CLOW NR CLEELAND,POS,,,,,,,,OPERATIONAL,,,,,145.214,-37.985
47487,,,3395,PUNT/ALEXANDRA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP",,,,144.988,-37.831
47488,,,3396,PUNT/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,SRLC",,,,144.987,-37.835
47489,,,3398,PUNT/PASLEY NTH,INT,,,,,,,,OPERATIONAL,EVP,,,,144.986,-37.841
47490,,,3399,PUNT/COMMERCIAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,PARTFCRT,SRLC,T",,,,144.985,-37.846
47491,,,3400,PUNT/MOUBRAY/GREVILLE,INT,,,,,,,,OPERATIONAL,EVP,,,,144.985,-37.848
47492,,,130,MAROONDAH HWY nr RAILWAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,145.229,-37.815
47493,,,131,MAROONDAH/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.231,-37.815
47494,,,167,BURWOOD HWY NR BENWERRIN,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,145.142,-37.851
47495,,,201,PHE/POWER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.235,-38.002
