OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,LONG,LAT
46040,,,5042,EASTERN BEACH/BELLERINE/BROUGHAM,INT,,,,,,,,OPERATIONAL,,,,,144.367,-38.147
46041,,,5043,WESTERN BEACH/EASTERN BEACH/MOORABOOL,INT,,,,,,,,OPERATIONAL,,,,,144.362,-38.144
46042,,,6664,MONASH WAY/GEORGINA,INT,,,,,,,,OPERATIONAL,DUST,,,,146.42,-38.313
46043,,,574,EASTERN FWY/MIDDLEBOROUGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,SRLC",,,,145.142,-37.799
46044,,,575,EASTERN FWY/BLACKBURN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,145.16,-37.802
46045,,,576,SPRINGVALE/EASTERN FWY/EASTLINK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,145.178,-37.805
46046,,,2945,PLENTY/CENTENARY/UNIVERSITY,INT,,,,,,,,OPERATIONAL,,,,,145.077,-37.658
46047,,,313,PHE/LAKESIDE,INT,,,,,,,,OPERATIONAL,,,,,145.455,-38.062
46048,,,825,BURWOOD HWY NR KELVIN,POS,,,,,,,,OPERATIONAL,,,,,145.274,-37.882
46049,,,6205,MIDLAND HWY/NOLAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.291,-36.75
46050,,,6206,STURT(DEAKIN)/SEVENTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,VDTCR",,,,142.165,-34.184
46051,,,5823,PLEASANT NR SOUTH,POS,,,,,,,,OPERATIONAL,,,,,143.837,-37.568
46052,,,5826,DRUMMOND NR MAIR,POS,,,,,,,,OPERATIONAL,PELICAN,,,,143.848,-37.559
46053,,,5840,BARKLY/VINCENT,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO,PARTFCRT",,,,142.932,-37.284
46054,,,4964,MAIN/ALFREIDA,INT,,,,,,,,OPERATIONAL,UPS,,,,144.801,-37.744
46055,,,4965,MELBOURNE/HUDSONS,INT,,,,,,,,OPERATIONAL,,,,,144.881,-37.829
46056,,,4966,MELBOURNE NR REED,POS,,,,,,,,OPERATIONAL,,,,,144.882,-37.831
46057,,,4183,PLENTY NR LARUNDEL,POS,,,,,,,,OPERATIONAL,"FIRE LNK,TRAM RSV",,,,145.049,-37.71
46058,,,4184,PLENTY/MAIN,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,,145.046,-37.713
46059,,,4185,WATTLETREE NR ELTHAM NTH PS,POS,,,,,,,,OPERATIONAL,,,,,145.151,-37.701
46060,,,4186,PARA/FLINTOFF,INT,,,,,,,,OPERATIONAL,,,,,145.107,-37.704
46061,,,4187,GREENSBOROUGH HWY/GRIMSHAW ST,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,145.09,-37.703
46062,,,4188,GRIMSHAW/THE CONCORD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.069,-37.701
46063,,,4189,HURSTBRIDGE-MAIN/SHOPPING CENTRE ACCESS,INT,,,,,,,,OPERATIONAL,,,,,145.159,-37.674
46064,,,4190,NAPIER/WOODLANDS,INT,,,,,,,,OPERATIONAL,,,,,144.92,-37.743
46065,,,4191,KEILOR NR GILLIES,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.903,-37.741
46066,,,4192,NAPIER NR LLOYD,POS,,,,,,,,OPERATIONAL,,,,,144.919,-37.735
46067,,,4193,KEILOR NR MT ALEXANDER,POS,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.908,-37.744
46068,,,4194,HOFFMANS NR SPENCER,POS,,,,,,,,OPERATIONAL,Bluetooth,,,,144.891,-37.745
46069,,,4195,LINCOLN NR FLORENCE,POS,,,,,,,,OPERATIONAL,,,,,144.909,-37.751
46070,,,4196,BUCKLEY/COOPER/FAWKNER,INT,,,,,,,,OPERATIONAL,,,,,144.897,-37.755
46071,,,4197,BUCKLEY NR MCCRACKEN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.902,-37.755
46072,,,4198,BUCKLEY/WAVERLEY/LINCOLN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.908,-37.756
46073,,,4199,WAVERLEY/HOLMES,INT,,,,,,,,OPERATIONAL,,,,,144.906,-37.765
46074,,,4200,PUCKLE NR PRATT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.923,-37.767
46075,,,4201,RALEIGH NR WOODS,POS,,,,,,,,OPERATIONAL,"PELICAN,TRAM PRI",,,,144.902,-37.77
46076,,,4204,MARIBYRNONG/UNION,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.916,-37.772
46077,,,4205,MARIBYRNONG/ASCOT VALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.924,-37.773
46078,,,4123,REYNOLDS/REYNARD/COONANS,INT,,,,,,,,OPERATIONAL,,,,,144.939,-37.746
46079,,,4124,MELVILLE/REYNARD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.944,-37.747
46080,,,4125,REYNARD NR BRUCE,POS,,,,,,,,OPERATIONAL,,,,,144.947,-37.747
46081,,,4126,SYDNEY/REYNARD/EDWARD,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.965,-37.749
46082,,,4127,CUMBERLAND NR OLIVE,POS,,,,,,,,OPERATIONAL,,,,,144.939,-37.729
46083,,,4128,SYDNEY/URQUHART,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.967,-37.74
46084,,,4129,SYDNEY NR VICTORIA ST MALL,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.966,-37.743
46085,,,4130,SYDNEY/HARDING/MUNRO,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SRLC,TRAM PRI",,,,144.966,-37.745
46086,,,4131,SYDNEY NR THE AVENUE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.965,-37.752
46087,,,4132,NICHOLSON/HARDING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.977,-37.746
46088,,,4133,ELIZABETH / MURPHY,INT,,,,,,,,OPERATIONAL,,,,,144.984,-37.73
46089,,,4134,BAKERS NR CATHERINE,POS,,,,,,,,OPERATIONAL,,,,,144.959,-37.727
46090,,,4135,DERBY NR KENT,POS,,,,,,,,OPERATIONAL,,,,,144.947,-37.721
46091,,,4136,GAFFNEY NR MOLESWORTH,POS,,,,,,,,OPERATIONAL,,,,,144.959,-37.733
46092,,,4137,NEWLANDS NR CARR,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.972,-37.731
46093,,,4138,NICHOLSON NR RENNIE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.977,-37.751
46094,,,4139,WATERFIELD NR BELL,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.965,-37.743
46095,,,4140,HODDLE/QUEENS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,144.995,-37.785
46096,,,4142,WELLINGTON/LANGRIDGE,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,144.986,-37.807
46097,,,4143,SMITH NR CHARLES,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,,144.983,-37.804
46098,,,4144,GERTRUDE/LANGRIDGE/SMITH,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.983,-37.806
46099,,,2955,HUNTINGDALE NR HUME,POS,,,,,,,,OPERATIONAL,,,,,145.103,-37.911
46100,,,2956,WESTALL/CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.142,-37.931
46101,,,3226,HIGH NR BARTON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.009,-37.711
46102,,,3227,HIGH NR GLASGOW,POS,,,,,,,,OPERATIONAL,,,,,145.009,-37.707
46103,,,4334,HIGH NR WALPOLE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.031,-37.807
46104,,,4335,HIGH/CHARLES,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.036,-37.805
46105,,,4336,HIGH NR CHILDERS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.046,-37.801
46106,,,4337,COTHAM NR HIGH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.031,-37.807
46107,,,4339,HIGH NR WESTBROOK,POS,,,,,,,,OPERATIONAL,"ASB WARN,PTTL,TRAM PRI",,,,145.052,-37.799
46108,,,4340,WAVERLEY/BATESFORD,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.085,-37.877
46109,,,4276,AUBURN NR AIREDALE,POS,,,,,,,,OPERATIONAL,,,,,145.042,-37.838
46110,,,4277,TOORONGA NR BURGESS,POS,,,,,,,,OPERATIONAL,,,,,145.046,-37.839
46111,,,4278,RIVERSDALE NR KOOYONGKOOT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.039,-37.829
46112,,,4279,BURWOOD NR MORANG,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.025,-37.821
46113,,,4280,BURWOOD/WILLIAM,INT,,,,,,,,OPERATIONAL,,,,,145.04,-37.823
46114,,,4281,CAMBERWELL NR MAYSTON,POS,,,,,,,,OPERATIONAL,,,,,145.051,-37.826
46115,,,4282,CHURCH NR GROVE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,145.022,-37.814
46116,,,4283,TOORAK/TOORONGA OFFICE PARK,INT,,,,,,,,OPERATIONAL,,,,,145.048,-37.845
46117,,,4284,GLENFERRIE/WAKEFIELD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,145.036,-37.82
46118,,,4285,BURWOOD/CAMBERWELL,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,145.048,-37.824
46119,,,4286,AUBURN NR CATO,POS,,,,,,,,OPERATIONAL,,,,,145.041,-37.843
46120,,,4287,TOORONGA NR CAMPBELL,POS,,,,,,,,OPERATIONAL,,,,,145.047,-37.834
46121,,,4289,BURWOOD NR BARTON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,145.021,-37.821
46122,,,4290,KINGSBURY/RUTHVEN/WAIORA/ORR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.061,-37.73
46123,,,6207,HIGH (MCIVOR HWY)/SHORT,INT,,,,,,,,OPERATIONAL,,,,,144.275,-36.761
46124,,,6208,OLINDA/RUSSELL,INT,,,,,,,,OPERATIONAL,,,,,144.278,-36.771
46125,,,6223,MCIVOR HWY/STERNBERG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,144.293,-36.757
46126,,,6230,CALDER/LODDON VLY,INT,,,,,,,,OPERATIONAL,"ASB WARN,DIDO,SRLC",,,,144.264,-36.756
46127,,,6232,LODDON VALLEY/CREETH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,144.258,-36.747
46128,,,6236,LODDON VALLEY/VICTORIA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,,144.254,-36.719
46129,,,6253,CALDER/LOCKWOOD/CAMP,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.244,-36.797
46130,,,6254,CALDER/LANSELL PLAZA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.24,-36.81
46131,,,6255,CALDER/OAK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.25,-36.78
46132,,,6259,CALDER HWY[HIGH]/LAUREL,INT,,,,,,,,OPERATIONAL,,,,,144.261,-36.771
46133,,,6261,HIGH (CALDER HWY)/DON (CALDER)/MYRTLE,INT,,,,,,,,OPERATIONAL,"RLC,SRLC",,,,144.271,-36.763
46134,,,6262,BARNARD/VIEW,INT,,,,,,,,OPERATIONAL,,,,,144.274,-36.755
46135,,,5075,MALOP/BELLERINE,INT,,,,,,,,OPERATIONAL,,,,,144.366,-38.149
46136,,,5077,CORIO-WAURN PONDS (SETTLEMENT)/HIGH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.336,-38.182
46137,,,5655,PHE(NTH) NR SERVICE,POS,,,,,,,,OPERATIONAL,"ASB WARN,DIDO,PELICAN",,,,147.63,-37.826
46138,,,5803,WESTERN HWY/GRANT/GISBORNE,INT,,,,,,,,OPERATIONAL,,,,,144.435,-37.676
46139,,,5804,MAIN NR GISBORNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.436,-37.676
46140,,,5805,MAIN NR GRAHAM,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.439,-37.676
46141,,,5806,VICTORIA/FUSSELL/WATER,INT,,,,,,,,OPERATIONAL,,,,,143.892,-37.558
46142,,,5807,MAIR/HUMFFRAY,INT,,,,,,,,OPERATIONAL,,,,,143.866,-37.561
46143,,,5808,VICTORIA/QUEEN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,143.877,-37.561
46144,,,5809,VICTORIA NR KING & OTWAY,POS,,,,,,,,OPERATIONAL,,,,,143.873,-37.561
46145,,,5810,VICTORIA/PRINCES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,143.87,-37.562
46146,,,5811,LITTLE-BRIDGE/PEEL ST,INT,,,,,,,,OPERATIONAL,,,,,143.864,-37.563
46147,,,5812,CURTIS/PEEL STREET,INT,,,,,,,,OPERATIONAL,,,,,143.864,-37.562
46148,,,5813,CURTIS STREET NR LOWE,POS,,,,,,,,OPERATIONAL,,,,,143.862,-37.562
46149,,,5814,LT BRIDGE NR GRENVILLE ST,POS,,,,,,,,OPERATIONAL,,,,,143.862,-37.563
46150,,,5815,STURT ST/GRENVILLE,INT,,,,,,,,OPERATIONAL,,,,,143.861,-37.563
46151,,,5816,STURT STREET NR GRENVILLE NTH,POS,,,,,,,,OPERATIONAL,,,,,143.861,-37.562
46152,,,5817,STURT ST/LYDIARD,INT,,,,,,,,OPERATIONAL,,,,,143.858,-37.562
46153,,,5818,EASTWOOD NR ANDERSON,FLASH PX,,,,,,,,OPERATIONAL,,,,,143.862,-37.565
46154,,,5819,STURT ST/DOVETON,INT,,,,,,,,OPERATIONAL,,,,,143.855,-37.562
46155,,,5821,STURT/PLEASANT,INT,,,,,,,,OPERATIONAL,,,,,143.839,-37.56
46156,,,5822,MIDLAND NR WATER,POS,,,,,,,,OPERATIONAL,,,,,143.895,-37.424
46157,,,840,SOUTH NR MAIN,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.15,-37.821
46158,,,1064,RACECOURSE/WESTERN LINK ON/OFF RAMPS,INT,,,,,,,,OPERATIONAL,"RAMP SGN,TRAM PRI",,,,144.937,-37.789
46159,,,6264,IRONBARK/BARNARD/WATTLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.271,-36.757
46160,,,1590,Burwood Highway / Terrara Road,INT,,,,,,,,OPERATIONAL,,,,,145.19,-37.858
46161,,,1593,ELGIN ST B/W HIGH AND HOVELL,FLASH PX,,,,,,,,OPERATIONAL,,,,,146.889,-36.121
46162,,,1594,ELGIN ST B/W HUME AND HIGH,FLASH PX,,,,,,,,OPERATIONAL,,,,,146.887,-36.12
46163,,,1595,ELGIN ST B/W SMYTHE AND HUME,FLASH PX,,,,,,,,OPERATIONAL,,,,,146.886,-36.12
46164,,,3578,Sneydes Road / Hoppers Lane,INT,,,,,,,,OPERATIONAL,,,,,144.701,-37.898
46165,,,3577,Cook Street / Service Station Access,INT,,,,,,,,OPERATIONAL,,,,,144.917,-37.83
46166,,,1689,STATION / WITTON / TULLOCH,INT,,,,,,,,OPERATIONAL,,,,,144.774,-37.773
46167,,,1697,Dingley Bypass / Clarinda Road,INT,,,,,,,,OPERATIONAL,"Bluetooth,METER,PARTFCRT,VESI",,,,145.097,-37.944
46168,,,1698,Dingley Bypass / Boundary Road,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.113,-37.959
46169,,,1699,Dingley Bypass / Kingston Road,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.103,-37.956
46170,,,1700,Dingley Bypass / Tootal Road,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.129,-37.963
46171,,,1701,Dingley Bypass / Westall Road,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.135,-37.966
46172,,,6677,BASS HWY/STANLEY,INT,,,,,,,,OPERATIONAL,DIDO,,,,145.522,-38.418
46173,,,6146,MELROSE/VISY & UNCLE BENS,INT,,,,,,,,OPERATIONAL,,,,,146.87,-36.109
46174,,,6048,GOULBURN VALLEY HWY NR PRENTICE,POS,,,,,,,,OPERATIONAL,"DIDO,PELICAN",,,,145.154,-36.785
46175,,,518,WEBB NR REBOUND,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.303,-38.027
46176,,,2987,TOORAK/PARK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.982,-37.838
46177,,,2988,LANSDOWNE/ST ANDREWS,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,144.978,-37.812
46178,,,967,WELLS/AMAROO (SOUTH),INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.137,-38.038
46179,,,5837,GILLIES/LAKE GARDENS,INT,,,,,,,,OPERATIONAL,,,,,143.821,-37.547
46180,,,3080,EAST NR MIDDLE (FITZROY),POS,,,,,,,,OPERATIONAL,,,,,144.95,-37.71
46181,,,3214,HIGH/WOOD/SPENCER,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,145.005,-37.733
46182,,,1900,EASTERN FWY/THOMPSONS ON RAMP OB,RAMP MTR,,,,,,,,OPERATIONAL,,,,,145.083,-37.78
46183,,,2810,MAIN NR LANTANA,POS,,,,,,,,OPERATIONAL,,,,,145.006,-37.679
46184,,,2811,COOPER/TIP ACCESS RD,INT,,,,,,,,OPERATIONAL,,,,,144.989,-37.648
46185,,,2812,COOPER/GATEWAY,INT,,,,,,,,OPERATIONAL,,,,,144.999,-37.649
46186,,,5841,BARKLY NR VINCENT,POS,,,,,,,,OPERATIONAL,,,,,142.93,-37.284
46187,,,5842,STURT/DAWSON,INT,,,,,,,,OPERATIONAL,,,,,143.853,-37.562
46188,,,5875,MIDLAND HWY/MAIR,INT,,,,,,,,OPERATIONAL,,,,,143.855,-37.559
46189,,,5876,BALLARAT-BUNINYONG/BARKLY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,143.868,-37.565
46190,,,5877,MIDLAND HWY/MACARTHUR,INT,,,,,,,,OPERATIONAL,,,,,143.85,-37.55
46191,,,5878,MIDLAND HWY/SUNRAYSIA/HOWITT,INT,,,,,,,,OPERATIONAL,,,,,143.85,-37.543
46192,,,5879,MIDLAND HWY (CRESWICK)/NORMAN,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,143.849,-37.535
46193,,,5901,HOWITT NR FOREST & SCHOOL LANE,POS,,,,,,,,OPERATIONAL,,,,,143.829,-37.54
46194,,,5228,SHANNON/ALBERT,INT,,,,,,,,OPERATIONAL,,,,,144.337,-38.139
46195,,,5242,DUNCANS/COLLEGE,INT,,,,,,,,OPERATIONAL,DIDO,,,,144.666,-37.904
46196,,,5243,LITTLE BOUNDARY/PIPE,INT,,,,,,,,OPERATIONAL,,,,,144.819,-37.819
46197,,,444,SPRINGVALE NR WAREHAM,POS,,,,,,,,OPERATIONAL,,,,,145.155,-37.938
46198,,,5246,DERRIMUT/WARRINGA,INT,,,,,,,,OPERATIONAL,DUST,,,,144.682,-37.881
46199,,,3293,GRANGE BTW GARDEN/WATTLE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.046,-37.894
46200,,,5249,WERRIBEE MAIN RD(PHW)/SYNNOT/BRIDGE,INT,,,,,,,,OPERATIONAL,DUST,,,,144.661,-37.903
46201,,,5250,PHW(SYNNOT)/WEDGE,INT,,,,,,,,OPERATIONAL,,,,,144.659,-37.904
46202,,,5251,COTTRELL (EAST)/MARKET,INT,,,,,,,,OPERATIONAL,,,,,144.66,-37.897
46203,,,5252,MORRIS/HEATHS,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,144.701,-37.879
46204,,,5253,DUNCANS/SYNNOT,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,144.663,-37.902
46205,,,5254,DERRIMUT/HEATHS,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,144.683,-37.878
46206,,,5300,HAMILTON HWY (ABERDEEN)/PAKINGTON,INT,,,,,,,,OPERATIONAL,,,,,144.347,-38.147
46207,,,5302,HAMILTON HWY (ABERDEEN)/SHANNON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.335,-38.145
46208,,,5303,PAKINGTON/NOBLE,INT,,,,,,,,OPERATIONAL,,,,,144.346,-38.154
46209,,,5304,PAKINGTON/WEST FYANS,INT,,,,,,,,OPERATIONAL,,,,,144.345,-38.16
46210,,,5306,SHANNON/NOBLE,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.334,-38.153
46211,,,4910,CANTERBURY NR ARMSTRONG,POS,,,,,,,,OPERATIONAL,,,,,144.965,-37.85
46212,,,4911,ALBERT/CECIL/AUGHTIE,INT,,,,,,,,OPERATIONAL,"EVP,TRAM PRI",,,,144.961,-37.84
46213,,,4912,ALBERT/CLARENDON,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,,144.963,-37.839
46214,,,4914,MORAY NR COBDEN,POS,,,,,,,,OPERATIONAL,,,,,144.965,-37.836
46215,,,4915,DORCAS/PICKLES/INGLES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.949,-37.836
46216,,,4917,VICTORIA NR BRIDPORT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.953,-37.842
46217,,,4918,CANTERBURY/MILLS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.96,-37.844
46218,,,4920,CITY/SOUTHGATE,INT,,,,,,,,OPERATIONAL,EVP,,,,144.966,-37.822
46219,,,4921,QUEENS BRIDGE/QUEENSWHARF/BANANA ALLEY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.961,-37.82
46220,,,4922,SOUTHBANK/RIVERSIDE,INT,,,,,,,,OPERATIONAL,,,,,144.963,-37.822
46221,,,4923,SOUTHBANK/KAVANAGH,INT,,,,,,,,OPERATIONAL,,,,,144.966,-37.823
46222,,,4924,CANTERBURY NR WRIGHT,POS,,,,,,,,OPERATIONAL,,,,,144.962,-37.846
46223,,,3336,LWR PLENTY/TURNHAM/RAILWAY CROSSING,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,145.066,-37.742
46224,,,2915,QUEEN/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,144.959,-37.812
46225,,,2916,WILLIAM/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.957,-37.813
46226,,,2917,KING/LITTLE LONSDALE,INT,,,,,,,,OPERATIONAL,,,,,144.954,-37.813
46227,,,2918,VICTORIA/LATROBE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,TRAM P",,,,144.971,-37.807
46228,,,2919,EXHIBITION/LATROBE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.969,-37.808
46229,,,2920,RUSSELL/LATROBE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.966,-37.809
46230,,,2922,ELIZABETH/LATROBE,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,144.961,-37.81
46231,,,2923,QUEEN/LATROBE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.959,-37.811
46232,,,2924,WILLIAM/LATROBE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.956,-37.812
46233,,,2925,KING/LATROBE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SAFECAM,SRLC,TRAM P",,,,144.954,-37.812
46234,,,2926,SPENCER/LATROBE,INT,,,,,,,,OPERATIONAL,"BUS PRI,SRLC,TRAM PRI",,,,144.952,-37.813
46235,,,2931,FLINDERS/WELLINGTON STH,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.974,-37.816
46236,,,2860,FLEMINGTON/WESTERN LINK OFF RMP/BOUNDARY,INT,,,,,,,,OPERATIONAL,"RAMP SGN,TRAM PRI",,,,144.941,-37.788
46237,,,2861,TULLAMARINE/ORMOND/BRUNSWICK,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,144.937,-37.774
46238,,,2862,TULLAMARINE/MORELAND/COONANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,144.935,-37.752
46239,,,2863,TULLAMARINE/PASCOE VALE/LOEMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.925,-37.735
46240,,,2865,MELROSE/MATTHEWS/DROMANA,INT,,,,,,,,OPERATIONAL,RLC,,,,144.89,-37.714
46241,,,2866,MELROSE/ MASCOMA/WESTFIELD,INT,,,,,,,,OPERATIONAL,"BUS PRI,UNMETER",,,,144.889,-37.712
46242,,,2867,MELROSE/MALVERN/EXIT RAMP/CATERPILLAR,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,144.887,-37.709
46243,,,2868,TULLAMARINE/MICKLEHAM,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAMP SGN",,,,144.882,-37.691
46244,,,3222,HIGH/MURRAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.004,-37.738
46245,,,3223,HIGH/REGENT/TYLER,INT,,,,,,,,OPERATIONAL,,,,,145.005,-37.731
46246,,,3224,HIGH/BROADHURST,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.009,-37.709
46247,,,3225,HIGH/BROADWAY,INT,,,,,,,,OPERATIONAL,,,,,145.008,-37.717
46248,,,4934,MCINTYRE/FURLONG,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.831,-37.763
46249,,,4868,BEACH NR BALCOMBE,POS,,,,,,,,OPERATIONAL,,,,,145.016,-37.976
46250,,,4869,BEACH NR MASEFIELD,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,145.009,-37.958
46251,,,4870,BALCOMBE NR MICHAEL,POS,,,,,,,,OPERATIONAL,,,,,145.046,-37.979
46252,,,4873,BALCOMBE NR COMO PDE WEST,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.064,-37.981
46253,,,4164,MAIN/COLLINS/HYDE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.15,-37.673
46254,,,4875,BRIDPORT/LIGHT RAIL CROSSING,INT,,,,,,,,OPERATIONAL,"METER,TRAM PRI",,,,144.958,-37.84
46255,,,4878,CLARENDON/WHITEMAN/NORMANBY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.957,-37.825
46256,,,2685,SOMERVILLE/ALICK,INT,,,,,,,,OPERATIONAL,,,,,144.852,-37.809
46257,,,4880,CITY/SOUTHBANK,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,144.964,-37.823
46258,,,4882,CITY/MORAY/QUEENSBRIDGE,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP,FIRE LNK,TRAM PR",,,,144.96,-37.826
46259,,,3128,CANTERBURY NR ROCHESTER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,145.081,-37.824
46260,,,3129,CANTERBURY NR KENNEALY,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,145.089,-37.825
